genome_id	genome_name	taxon_id	antibiotic	resistant_phenotype	measurement	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_method_version	laboratory_typing_platform	vendor	testing_standard	testing_standard_year	source
562.140906	Escherichia coli 004-E1-DxU	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	doxycycline	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	nitrofurantoin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140906	Escherichia coli 004-E1-DxU	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	aztreonam	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	cefepime	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	ceftazidime	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	doxycycline	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	nitrofurantoin	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140903	Escherichia coli 004-E1-S01	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	aztreonam	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	cefepime	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	ceftazidime	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	doxycycline	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	nitrofurantoin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140905	Escherichia coli 004-E1-S04	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	cefepime	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	doxycycline	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	nitrofurantoin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140857	Escherichia coli 004-E1-U01	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	cefepime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	doxycycline	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	nitrofurantoin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140858	Escherichia coli 004-E1-U04	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	cefepime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	doxycycline	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	nitrofurantoin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140856	Escherichia coli 004-E2-S02	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	cefepime	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	doxycycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	nitrofurantoin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140854	Escherichia coli 004-E2-S06	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	cefepime	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	doxycycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	nitrofurantoin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140861	Escherichia coli 004-E2-U01	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	cefepime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	doxycycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	nitrofurantoin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140852	Escherichia coli 004-E2-U02	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	cefepime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	doxycycline	Intermediate					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	nitrofurantoin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140855	Escherichia coli 004-E2-U04	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	ampicillin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	ampicillin/sulbactam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	aztreonam	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	cefazolin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	cefepime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	ceftazidime	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	ceftriaxone	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	ciprofloxacin	Resistant					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	doxycycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	gentamicin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	imipenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	meropenem	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	minocycline	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	nitrofurantoin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140859	Escherichia coli 004-E2-U06	562	trimethoprim/sulfamethoxazole	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
562.140863	Escherichia coli 004-E2-U11	562	amikacin	Susceptible					Disk diffusion			Hardy Diagnostics	CLSI	2015	
