genome_id	genome_name	taxon_id	antibiotic	resistant_phenotype	measurement	measurement_sign	measurement_value	measurement_unit	laboratory_typing_method	laboratory_typing_method_version	laboratory_typing_platform	vendor	testing_standard	testing_standard_year	source
562.142431	Escherichia coli JBBDAJA-19-0028	562	ampicillin/sulbactam		>32/16	>	32/16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	aztreonam		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefepime		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefmetazole		1		1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefoperazone/sulbactam		>32/16	>	32/16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefotaxime		>128	>	128	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefotaxime/clavulanic acid		<=0.12	<=	0.12	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefotetan		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefozopran		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefpodoxime		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	ceftazidime		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	ceftriaxone		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	cefuroxime		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	chloramphenicol		<=8	<=	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	ciprofloxacin		>4	>	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	colistin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	doripenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	fosfomycin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	gentamicin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	imipenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	levofloxacin		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	meropenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	minocycline		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	piperacillin		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	piperacillin/tazobactam		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	tigecycline		<=0.25	<=	0.25	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	tobramycin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142431	Escherichia coli JBBDAJA-19-0028	562	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	amikacin		>32	>	32	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	ampicillin/sulbactam		32/16		32/16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	aztreonam		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefepime		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefmetazole		32		32	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefoperazone/sulbactam		<=8/4	<=	8/4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefotaxime		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefotaxime/clavulanic acid		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefotetan		16		16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefozopran		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefpodoxime		64		64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	ceftazidime		8		8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	ceftazidime/clavulanic acid		8		8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	ceftriaxone		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	cefuroxime		>32	>	32	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	chloramphenicol		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	ciprofloxacin		>4	>	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	colistin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	doripenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	fosfomycin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	gentamicin		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	imipenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	levofloxacin		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	meropenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	minocycline		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	piperacillin		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	piperacillin/tazobactam		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	tigecycline		<=0.25	<=	0.25	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	tobramycin		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142434	Escherichia coli JBBDAJA-19-0049	562	trimethoprim/sulfamethoxazole		>2/38	>	2/38	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	amikacin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	ampicillin/sulbactam		8/4		8/4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	aztreonam		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefepime		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefmetazole		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefoperazone/sulbactam		<=8/4	<=	8/4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefotaxime		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefotaxime/clavulanic acid		1		1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefotetan		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefozopran		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefpodoxime		64		64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	ceftazidime		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	ceftazidime/clavulanic acid		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	ceftriaxone		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	cefuroxime		16		16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	chloramphenicol		<=8	<=	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	ciprofloxacin		<=0.25	<=	0.25	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	colistin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	doripenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	fosfomycin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	gentamicin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	imipenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	levofloxacin		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	meropenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	minocycline		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	piperacillin		16		16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	piperacillin/tazobactam		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	tigecycline		<=0.25	<=	0.25	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	tobramycin		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142419	Escherichia coli JBBDAJA-19-0079	562	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	amikacin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	ampicillin/sulbactam		<=4/2	<=	4/2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	aztreonam		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefepime		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefmetazole		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefoperazone/sulbactam		<=8/4	<=	8/4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefotaxime		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefotaxime/clavulanic acid		<=0.12	<=	0.12	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefotetan		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefozopran		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefpodoxime		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	ceftazidime		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	ceftazidime/clavulanic acid		<=0.12	<=	0.12	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	ceftriaxone		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	cefuroxime		<=2	<=	2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	chloramphenicol		<=8	<=	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	ciprofloxacin		>4	>	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	colistin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	doripenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	fosfomycin		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	gentamicin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	imipenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	levofloxacin		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	meropenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	minocycline		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	piperacillin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	piperacillin/tazobactam		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	tigecycline		<=0.25	<=	0.25	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	tobramycin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142421	Escherichia coli JBBDAJA-19-0103	562	trimethoprim/sulfamethoxazole		<=1/19	<=	1/19	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	amikacin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	ampicillin/sulbactam		32/16		32/16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	aztreonam		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefepime		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefmetazole		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefoperazone/sulbactam		32/16		32/16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefotaxime		>128	>	128	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefotaxime/clavulanic acid		<=0.12	<=	0.12	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefotetan		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefozopran		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefpodoxime		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	ceftazidime		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	ceftazidime/clavulanic acid		1		1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	ceftriaxone		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	cefuroxime		16		16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	chloramphenicol		<=8	<=	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	ciprofloxacin		>4	>	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	colistin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	doripenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	fosfomycin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	gentamicin		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	imipenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	levofloxacin		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	meropenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	minocycline		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	piperacillin		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	piperacillin/tazobactam		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	tigecycline		<=0.25	<=	0.25	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	tobramycin		8		8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142441	Escherichia coli JBBDAJB-19-0001	562	trimethoprim/sulfamethoxazole		>2/38	>	2/38	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	amikacin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	ampicillin/sulbactam		8/4		8/4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	aztreonam		16		16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefepime		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefmetazole		1		1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefoperazone/sulbactam		<=8/4	<=	8/4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefotaxime		>128	>	128	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefotaxime/clavulanic acid		<=0.12	<=	0.12	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefotetan		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefozopran		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefpodoxime		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	ceftazidime		16		16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	ceftazidime/clavulanic acid		<=0.12	<=	0.12	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	ceftriaxone		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	cefuroxime		4		4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	chloramphenicol		<=8	<=	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	ciprofloxacin		>4	>	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	colistin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	doripenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	fosfomycin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	gentamicin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	imipenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	levofloxacin		>8	>	8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	meropenem		<=0.5	<=	0.5	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	minocycline		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	piperacillin		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	piperacillin/tazobactam		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	tigecycline		<=0.25	<=	0.25	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	tobramycin		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142442	Escherichia coli JBBDAJB-19-0002	562	trimethoprim/sulfamethoxazole		>2/38	>	2/38	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	amikacin		<=4	<=	4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	ampicillin/sulbactam		16/8		16/8	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	aztreonam		2		2	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefepime		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefmetazole		1		1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefoperazone/sulbactam		<=8/4	<=	8/4	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefotaxime		128		128	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefotaxime/clavulanic acid		<=0.12	<=	0.12	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefotetan		<=1	<=	1	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefozopran		>16	>	16	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
562.142445	Escherichia coli JBBDAJB-19-0043	562	cefpodoxime		>64	>	64	mg/L	MIC			Beckman Coulter Inc	CLSI	2021	
